"","ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","MntMeatProducts","NumWebPurchases","NumCatalogPurchases","NumStorePurchases"
"1704",1958,1973,"PhD","Together",55012,0,1,14.1245154965971,3.65685424949238,0.82842712474619,4
"1705",7349,1973,"Basic","Together",9722,1,0,6,1.46410161513775,0,1.46410161513775
"1706",8799,1984,"PhD","Married",38175,1,0,14.6132477258361,1.46410161513775,0,2
"1707",1351,1956,"Master","Together",58656,0,1,25.8567765543682,3.29150262212918,3.65685424949238,5.21110255092798
"1708",1045,1965,"Graduation","Together",52117,0,1,18.6881608655772,2.47213595499958,0.82842712474619,2
"1709",7732,1978,"Graduation","Married",64813,1,0,20.2710574513201,3.29150262212918,0.82842712474619,4.32455532033676
"1710",8070,1973,"PhD","Married",54222,0,1,9.13552872566004,1.46410161513775,1.46410161513775,2.47213595499958
"1711",477,1986,"Graduation","Married",83512,0,0,55.7927331071996,2,3.29150262212918,4.32455532033676
"1712",7832,1959,"Master","Married",77520,0,1,37.7994974842648,3.65685424949238,3.29150262212918,3.29150262212918
"1713",2202,1978,"Graduation","Together",41154,0,1,4.6332495807108,0,-2,2
"1714",7396,1966,"Graduation","Married",80398,0,0,59.1882341631134,2.47213595499958,3.65685424949238,4.92820323027551
"1715",4055,1992,"Basic","Single",18746,1,0,4.6332495807108,1.46410161513775,-2,1.46410161513775
"1716",10340,1984,"Graduation","Together",35196,1,0,21.7486841740758,2.89897948556636,0,2.47213595499958
"1717",10091,1956,"Graduation","Single",60230,0,1,36.314488121336,2.89897948556636,1.46410161513775,2.89897948556636
"1718",7629,1977,"Graduation","Married",22108,1,1,4,0.82842712474619,-2,1.46410161513775
"1719",10640,1974,"Graduation","Together",44392,1,1,14.8522995463527,2,0,2
"1720",3498,1976,"PhD","Married",55424,0,1,25.1293199325011,3.29150262212918,2.47213595499958,4
"1721",6742,1979,"Graduation","Married",17688,1,0,0,0,-2,0.82842712474619
"1722",1172,1983,"PhD","Married",92491,0,0,59.1555394056826,3.29150262212918,2.47213595499958,4.92820323027551
"1723",569,1991,"Graduation","Single",90273,0,0,56.4123274660409,2.47213595499958,2.89897948556636,3.29150262212918
"1724",4686,1962,"PhD","Widow",82571,0,0,45.2440472440709,2.89897948556636,2.47213595499958,5.21110255092798
"1725",1381,1982,"PhD","Single",38513,1,0,19.4476105895272,2.89897948556636,0,2.47213595499958
"1726",2634,1979,"Master","Single",16653,1,0,9.13552872566004,0.82842712474619,0,1.46410161513775
"1727",10905,1955,"Graduation","Together",42586,1,1,12.9666295470958,2,0,2.89897948556636
"1728",1744,1965,"Basic","Single",23529,0,1,5.21110255092798,0,0,0.82842712474619
"1729",1000,1961,"Master","Together",74881,1,1,30.86335345031,4,0.82842712474619,4.92820323027551
"1730",3828,1951,"Graduation","Married",71107,0,1,27.4618397253125,3.29150262212918,2.89897948556636,5.21110255092798
"1731",8605,1964,"PhD","Together",46910,1,1,5.48331477354788,0.82842712474619,-2,1.46410161513775
"1732",10304,1959,"Graduation","Married",18690,0,0,3.29150262212918,0,0,0.82842712474619
"1733",4351,1955,"Graduation","Divorced",37244,1,1,4.32455532033676,0,0,0.82842712474619
"1734",10129,1966,"Graduation","Together",82427,0,0,43.1220566907139,1.46410161513775,2.47213595499958,4.92820323027551
"1735",2499,1958,"2n Cycle","Single",75342,0,1,17.6977156035922,2.47213595499958,0.82842712474619,4.32455532033676
"1736",10092,1954,"Graduation","Divorced",70044,0,1,29.6227766016838,3.29150262212918,4.32455532033676,2.47213595499958
"1737",7500,1967,"Graduation","Single",79146,1,1,27.8663690461362,3.65685424949238,0,3.65685424949238
"1738",5796,1963,"Graduation","Married",77437,0,0,40.0475920832573,2,2.47213595499958,5.21110255092798
"1739",10556,1959,"Graduation","Married",54984,0,1,20.8910462845192,2.89897948556636,0,2.89897948556636
"1740",1064,1971,"PhD","Married",42403,1,0,4.6332495807108,0,-2,1.46410161513775
"1741",48,1964,"Graduation","Together",55761,0,1,4.92820323027551,2,0,1.46410161513775
"1742",7610,1983,"Graduation","Together",37292,1,0,16.5472369909914,2.89897948556636,1.46410161513775,2.47213595499958
"1743",263,1945,"PhD","Single",45576,0,0,8.77032961426901,1.46410161513775,0,1.46410161513775
"1744",10814,1947,"Graduation","Together",70321,0,0,52.8087584241789,2.89897948556636,2.47213595499958,5.21110255092798
"1745",9710,1969,"PhD","Divorced",58086,0,1,13.7480157480236,4.6332495807108,1.46410161513775,3.29150262212918
"1746",9292,1952,"Graduation","Married",81795,0,0,50.6497863243527,2,4.6332495807108,3.29150262212918
"1747",10250,1947,"Basic","Together",28389,0,0,1.46410161513775,0,-2,0.82842712474619
"1748",7881,1946,"Master","Married",66835,0,0,25.9284800875379,2.89897948556636,2,5.21110255092798
"1749",5847,1969,"Graduation","Divorced",69901,0,1,26.7054001888146,3.29150262212918,1.46410161513775,4.32455532033676
"1750",737,1949,"PhD","Married",80360,0,0,40.614551505325,2,2,2.47213595499958
"1751",3571,1961,"PhD","Together",63342,0,1,19.7255609824004,3.65685424949238,1.46410161513775,2.47213595499958
"1752",7807,1974,"Graduation","Married",44989,0,1,18.591260281974,2.47213595499958,0,2.47213595499958
"1753",3878,1980,"2n Cycle","Single",31859,1,0,3.29150262212918,0,-2,1.46410161513775
"1754",5092,1949,"PhD","Widow",51569,0,1,11.7113092008021,3.29150262212918,0,3.29150262212918
"1755",2154,1971,"Graduation","Widow",30372,1,1,4.92820323027551,0.82842712474619,-2,1.46410161513775
"1756",5394,1979,"Basic","Single",16014,1,1,2,0,0,2
"1757",3798,1968,"Graduation","Married",41120,1,1,7.59166304662544,0.82842712474619,0,1.46410161513775
"1758",3524,1971,"Master","Single",39763,1,0,13.4919333848297,2.47213595499958,0,0.82842712474619
"1759",5247,1955,"PhD","Married",38725,1,1,2.89897948556636,0,-2,2
"1760",5883,1972,"Graduation","Married",77981,1,0,26.5657137141714,3.29150262212918,2,3.29150262212918
"1761",2118,1964,"2n Cycle","Married",62905,0,1,17.5959179422654,3.29150262212918,0.82842712474619,3.65685424949238
"1762",8812,1979,"2n Cycle","Divorced",13533,1,0,3.65685424949238,0.82842712474619,-2,1.46410161513775
"1763",6616,1975,"Graduation","Together",59481,0,1,16.4390889145858,1.46410161513775,1.46410161513775,3.65685424949238
"1764",2797,1977,"Graduation","Married",72117,0,1,24.153393661244,4,3.29150262212918,4
"1765",4328,1986,"2n Cycle","Married",21955,1,0,3.29150262212918,0.82842712474619,0,1.46410161513775
"1766",9167,1956,"Graduation","Married",67131,0,1,29.6227766016838,4,0.82842712474619,4.92820323027551
"1767",10560,1980,"PhD","Single",36802,1,0,0.82842712474619,0,-2,1.46410161513775
"1768",2631,1982,"Graduation","Together",71853,0,0,38.6448028658032,0.82842712474619,3.65685424949238,2.89897948556636
"1769",8312,1961,"Basic","Married",28249,0,0,3.29150262212918,0.82842712474619,-2,1.46410161513775
"1770",5534,1975,"Master","Married",47808,0,1,8.19803902718557,1.46410161513775,0.82842712474619,1.46410161513775
"1771",5093,1974,"PhD","Divorced",25509,1,0,8.95445115010332,1.46410161513775,-2,1.46410161513775
"1772",7592,1946,"PhD","Married",51012,0,0,13.8745078663875,2,0,2
"1773",8895,1985,"Graduation","Single",70596,0,0,44.2168800331654,1.46410161513775,2.47213595499958,4.92820323027551
"1774",8584,1952,"PhD","Together",85431,0,0,40.9883705204094,0.82842712474619,3.29150262212918,3.29150262212918
"1775",2694,1967,"Graduation","Married",42664,0,1,1.46410161513775,0,-2,1.46410161513775
"1776",8910,1955,"Graduation","Together",42586,1,1,12.9666295470958,2,0,2.89897948556636
"1777",7433,1985,"Graduation","Single",29760,1,0,14.4924225024706,1.46410161513775,0,2
"1778",164,1977,"PhD","Married",28973,0,0,11.5646599662505,2.47213595499958,0,2.47213595499958
"1779",10477,1973,"PhD","Together",39435,1,0,6.48528137423857,1.46410161513775,0,0.82842712474619
"1780",2681,1984,"2n Cycle","Married",65370,0,0,19.1660104885167,0.82842712474619,1.46410161513775,5.21110255092798
"1781",5150,1979,"Basic","Single",20194,1,0,3.29150262212918,0.82842712474619,-2,1.46410161513775
"1782",5283,1976,"PhD","Single",42473,1,1,7.16515138991168,0.82842712474619,0,2
"1783",9645,1968,"Graduation","Married",64590,0,0,23.9229627936314,4,2,4.32455532033676
"1784",10678,1959,"Graduation","Together",71232,0,1,24.0768096208106,4.6332495807108,0.82842712474619,4.32455532033676
"1785",7261,1971,"Graduation","Together",34600,1,1,13.4919333848297,2.47213595499958,0.82842712474619,2.47213595499958
"1786",9648,1967,"Graduation","Single",46904,1,1,12.9666295470958,2.47213595499958,0,2
"1787",2870,1973,"Graduation","Married",49094,0,1,10.328828005938,2.89897948556636,1.46410161513775,2.89897948556636
"1788",8008,1983,"Graduation","Together",36075,1,0,8.95445115010332,0.82842712474619,-2,2
"1789",1513,1979,"2n Cycle","Together",60839,1,1,20.6274169979695,0.82842712474619,0.82842712474619,4.92820323027551
"1790",6173,1979,"Graduation","Together",77298,0,1,32.1760149812701,2.89897948556636,2.89897948556636,4.6332495807108
"1791",1419,1950,"Graduation","Together",34026,1,1,5.74596669241483,0.82842712474619,0,1.46410161513775
"1792",9150,1963,"PhD","Single",48918,1,1,4,0,-2,2
"1793",7960,1962,"2n Cycle","Together",82122,0,0,35.4165738677394,1.46410161513775,4,5.21110255092798
"1794",1250,1976,"Graduation","Single",37697,1,0,7.16515138991168,0.82842712474619,0,1.46410161513775
"1795",9905,1952,"Graduation","Together",34074,1,1,10.8062484748657,1.46410161513775,1.46410161513775,1.46410161513775
"1796",10691,1960,"Master","Married",28520,1,1,4.32455532033676,0,0,0.82842712474619
"1797",7002,1955,"Graduation","Single",62535,0,1,16.9736659610103,1.46410161513775,0.82842712474619,3.65685424949238
"1798",2952,1977,"Master","Single",36273,1,0,8.95445115010332,1.46410161513775,-2,1.46410161513775
"1799",8439,1964,"Graduation","Together",63404,0,2,14.7332005306815,2.89897948556636,1.46410161513775,2
"1800",762,1981,"2n Cycle","Together",75774,1,0,21.1516738055805,3.29150262212918,2.47213595499958,3.65685424949238
"1801",2831,1976,"Graduation","Together",78416,0,1,31.4065861769801,3.29150262212918,3.29150262212918,4.32455532033676
"1802",6977,1974,"Graduation","Together",75702,0,1,48.1597448159378,4.32455532033676,2.47213595499958,5.21110255092798
"1803",6289,1951,"Master","Together",59385,1,1,4.32455532033676,1.46410161513775,0,2
"1804",4168,1966,"Graduation","Single",37070,1,1,21.4093998214393,2.47213595499958,0,3.65685424949238
"1805",8397,1951,"Graduation","Married",44689,1,1,2.47213595499958,0,0,0.82842712474619
"1806",9284,1958,"Graduation","Together",53977,0,1,23.6904651573303,2.47213595499958,2.47213595499958,4.92820323027551
"1807",6237,1966,"PhD","Single",7144,0,2,9.48912529307606,7.59166304662544,0,0
"1808",3130,1964,"Graduation","Single",18701,1,1,0.82842712474619,0.82842712474619,-2,2
"1809",1619,1956,"Graduation","Married",90369,0,0,60.6418390534633,2,2.89897948556636,2.89897948556636
"1810",1990,1974,"PhD","Single",63159,0,0,46.4148737476408,1.46410161513775,2.47213595499958,3.65685424949238
"1811",5513,1966,"Graduation","Together",37758,1,1,4.32455532033676,0,-2,1.46410161513775
"1812",269,1963,"PhD","Single",46757,0,1,23.5342906696074,2,2,3.29150262212918
"1813",8093,1969,"Master","Married",79734,0,0,28.4630924234556,2,1.46410161513775,2.89897948556636
"1814",10513,1992,"Graduation","Together",63207,0,0,45.5394572960189,0.82842712474619,1.46410161513775,2.89897948556636
"1815",10177,1954,"Graduation","Divorced",72071,0,1,32.6410161513775,2.47213595499958,2,3.65685424949238
"1816",2549,1983,"PhD","Together",21840,1,0,4,0,-2,1.46410161513775
"1817",5782,1982,"2n Cycle","Together",58582,0,1,18.591260281974,4,0.82842712474619,4
"1818",10057,1951,"Graduation","Single",72282,0,0,38.9389789809174,2.47213595499958,3.29150262212918,4
"1819",10307,1956,"Graduation","Married",50387,0,2,16.6547581061776,2.89897948556636,0.82842712474619,3.65685424949238
"1820",8566,1961,"PhD","Together",32583,1,1,1.46410161513775,0,-2,0.82842712474619
"1821",2415,1962,"Graduation","Together",62568,0,1,37.89987468652,2.47213595499958,1.46410161513775,2.47213595499958
"1822",5684,1971,"Master","Divorced",44635,1,1,4,0.82842712474619,-2,1.46410161513775
"1823",8334,1971,"Master","Single",33316,1,1,9.13552872566004,0.82842712474619,0,2
"1824",9166,1968,"Graduation","Married",63967,0,1,21.7486841740758,2,2,4.92820323027551
"1825",1440,1978,"2n Cycle","Together",52513,0,0,29.04834939252,4,2.47213595499958,4
"1826",78,1969,"Graduation","Married",25293,1,0,4.6332495807108,0,0,0.82842712474619
"1827",5441,1965,"PhD","Widow",54111,0,1,12.6969384566991,2.47213595499958,0.82842712474619,2.89897948556636
"1828",5302,1986,"Graduation","Together",78394,0,0,50.8015151297763,2,2.89897948556636,2.47213595499958
"1829",4687,1958,"Master","Married",80739,0,0,52.2586398650021,1.46410161513775,4.6332495807108,4
"1830",1087,1975,"Master","Together",22669,1,0,10,2,0,0.82842712474619
"1831",6859,1987,"Graduation","Single",29236,1,0,7.79795897113271,2,-2,1.46410161513775
"1832",9860,1959,"Graduation","Together",44911,0,1,7.38083151964686,2,0,2
"1833",7129,1962,"PhD","Married",54693,0,1,21.832750575626,2.89897948556636,2,5.21110255092798
"1834",5866,1974,"Graduation","Together",48186,1,0,14.2480768092719,2,0,2
"1835",10521,1977,"Graduation","Married",54809,1,1,13.0996688705415,0.82842712474619,0,2.47213595499958
"1836",7393,1978,"Graduation","Together",41580,1,1,7.79795897113271,0.82842712474619,0,1.46410161513775
"1837",7849,1970,"PhD","Married",80336,0,0,40.7083130081252,0.82842712474619,4,5.21110255092798
"1838",332,1957,"Graduation","Married",47743,0,1,11.114877048604,2,0,2.89897948556636
"1839",9847,1955,"2n Cycle","Married",62972,0,1,11.7113092008021,3.29150262212918,2,1.46410161513775
"1840",531,1954,"PhD","Divorced",57333,0,1,37.8497176903426,3.65685424949238,2.47213595499958,4
"1841",9576,1982,"PhD","Together",32313,1,0,12.9666295470958,2,-2,2
"1842",6906,1953,"Master","Widow",84953,0,0,47.0713765855412,1.46410161513775,4.32455532033676,2
"1843",7419,1968,"Master","Divorced",27071,1,0,6.71779788708135,0.82842712474619,-2,1.46410161513775
"1844",3170,1957,"Master","Together",68148,0,0,38.3980197534483,2,2,2.89897948556636
"1845",8527,1965,"Master","Together",65735,1,1,19.8174242292714,2.89897948556636,0.82842712474619,2.89897948556636
"1846",7872,1975,"PhD","Married",86836,0,0,31.0454232837166,2.89897948556636,4.32455532033676,2.89897948556636
"1847",9931,1963,"PhD","Married",4023,1,1,0,-2,-2,-2
"1848",10595,1990,"Graduation","Married",30093,0,0,8.58300524425836,0.82842712474619,-2,1.46410161513775
"1849",4609,1966,"PhD","Married",57705,0,1,12.560219778561,3.65685424949238,0,2.89897948556636
"1850",5010,1988,"Graduation","Single",25008,1,0,3.65685424949238,0,-2,1.46410161513775
"1851",4427,1995,"2n Cycle","Single",83257,0,0,46.5798312059645,2.47213595499958,4.32455532033676,4.92820323027551
"1852",11148,1975,"Graduation","Together",22280,1,0,2,0,-2,0.82842712474619
"1853",1168,1978,"PhD","Married",72159,0,0,57.9666574022598,2,2.89897948556636,4.32455532033676
"1854",9595,1961,"Graduation","Together",64260,0,0,55.1314274283428,2,2.47213595499958,2
"1855",10163,1984,"PhD","Single",82733,0,0,38.9878030638384,3.65685424949238,2,3.29150262212918
"1856",2886,1971,"Master","Divorced",74290,0,1,14.9705627484771,4.32455532033676,3.65685424949238,4.32455532033676
"1857",6710,1951,"Master","Single",58217,2,1,5.21110255092798,0.82842712474619,-2,2
"1858",5316,1976,"Master","Together",21024,0,0,6.48528137423857,0.82842712474619,-2,2
"1859",9029,1972,"PhD","Married",70116,0,0,47.1121166312347,0.82842712474619,3.65685424949238,4.92820323027551
"1860",521,1985,"Graduation","Together",54006,1,0,26.49561369755,3.65685424949238,0,3.29150262212918
"1861",1459,1966,"PhD","Married",69063,0,1,20.2710574513201,2.47213595499958,1.46410161513775,2.47213595499958
"1862",10241,1975,"2n Cycle","Divorced",11448,0,0,-2,0,-2,0.82842712474619
"1863",1630,1979,"Graduation","Single",61825,0,1,18,2,0.82842712474619,3.65685424949238
"1864",3254,1971,"Graduation","Married",70886,1,0,28.9192496674806,2.47213595499958,2,2
"1865",9064,1982,"Graduation","Married",69109,0,0,40.8485705712571,2.89897948556636,2.89897948556636,3.29150262212918
"1866",3678,1973,"Graduation","Widow",60208,1,1,14.8522995463527,3.65685424949238,1.46410161513775,3.29150262212918
"1867",4227,1968,"Master","Together",32889,1,1,5.21110255092798,0.82842712474619,0,1.46410161513775
"1868",9467,1984,"Graduation","Single",34738,1,0,4.32455532033676,0,-2,1.46410161513775
"1869",8486,1971,"Master","Together",30538,1,0,12.422205101856,4,-2,2
"1870",2186,1977,"2n Cycle","Together",82326,0,0,52.9181208709839,2.47213595499958,4.32455532033676,2.89897948556636
"1871",3286,1967,"PhD","Divorced",26642,1,0,5.74596669241483,0.82842712474619,-2,1.46410161513775
"1872",8602,1964,"Graduation","Divorced",69932,0,1,22.738633753706,3.29150262212918,2.89897948556636,4.6332495807108
"1873",3722,1972,"Graduation","Single",44503,1,1,3.65685424949238,0.82842712474619,-2,1.46410161513775
"1874",6715,1948,"PhD","Single",60200,0,1,20.9782505861521,2.89897948556636,0.82842712474619,4.6332495807108
"1875",4796,1952,"Graduation","Divorced",49638,0,1,1.46410161513775,0,-2,1.46410161513775
"1876",9612,1987,"2n Cycle","Single",23830,0,0,2.89897948556636,0,-2,1.46410161513775
"1877",3766,1959,"Master","Widow",33051,0,0,29.1769145362398,4,0,3.65685424949238
"1878",1399,1958,"Graduation","Married",72905,0,0,40.190046219458,1.46410161513775,3.29150262212918,4
"1879",1570,1951,"PhD","Together",69702,0,1,28.9838667696593,3.29150262212918,3.29150262212918,4.32455532033676
"1880",3426,1975,"Graduation","Divorced",70300,1,0,34.7695526217005,2.47213595499958,2.47213595499958,5.21110255092798
"1881",3074,1984,"PhD","Married",70643,0,0,32.8711915483254,2.47213595499958,3.65685424949238,2
"1882",8341,1969,"PhD","Married",30396,1,0,2.89897948556636,0,0,0.82842712474619
"1883",5180,1968,"PhD","Divorced",50616,0,1,6,2,-2,2
"1884",6461,1969,"Master","Single",62772,0,1,23.0599281722833,2.47213595499958,2.89897948556636,4.6332495807108
"1885",7679,1985,"PhD","Single",30298,0,0,4.92820323027551,0,0,1.46410161513775
"1886",10702,1984,"Graduation","Single",52413,1,0,21.0651251893416,3.29150262212918,0,3.29150262212918
"1887",7505,1957,"PhD","Married",44155,1,1,4,0,0,0.82842712474619
"1888",5113,1971,"PhD","Divorced",86979,0,0,55.7927331071996,2.47213595499958,2.47213595499958,2.47213595499958
"1889",10858,1975,"Graduation","Together",76532,1,1,24.6082693913001,4,2.47213595499958,3.29150262212918
"1890",2961,1982,"Graduation","Married",42081,1,0,18.976176963403,2.89897948556636,1.46410161513775,2
"1891",2747,1988,"PhD","Married",67546,0,0,53.4256258422041,2,4.32455532033676,2.47213595499958
"1892",3010,1989,"Master","Together",88420,0,0,47.4772675074119,2,3.29150262212918,3.65685424949238
"1893",5790,1985,"Graduation","Married",31158,1,0,6,0.82842712474619,-2,1.46410161513775
"1894",6892,1968,"Graduation","Divorced",61671,0,1,12.9666295470958,4.32455532033676,2,2.89897948556636
"1895",1743,1974,"Graduation","Single",69719,0,0,26.8444102037119,0.82842712474619,1.46410161513775,2.47213595499958
"1896",3578,1949,"Graduation","Divorced",49160,0,1,11.114877048604,1.46410161513775,0,2.89897948556636
"1897",8462,1978,"Basic","Together",24882,1,0,4.32455532033676,0,0,0.82842712474619
"1898",5558,1954,"PhD","Single",90933,0,0,39.4728827066554,2,2.89897948556636,2
"1899",4619,1945,"PhD","Single",113734,0,0,1.46410161513775,8.39230484541326,-2,-2
"1900",8780,1950,"PhD","Together",59292,0,1,14.4924225024706,1.46410161513775,2.47213595499958,3.65685424949238
"1901",10789,1964,"PhD","Married",45759,1,1,6.48528137423857,0.82842712474619,-2,1.46410161513775
"1902",10779,1983,"Graduation","Single",22148,0,0,5.48331477354788,0,-2,1.46410161513775
"1903",5896,1987,"Master","Married",73395,0,0,15.8885438199983,2,2,2.89897948556636
"1904",2337,1971,"Graduation","Divorced",29819,1,0,7.79795897113271,1.46410161513775,-2,1.46410161513775
"1905",10951,1968,"Graduation","Married",45688,0,1,6.48528137423857,1.46410161513775,0,3.65685424949238
"1906",544,1954,"Graduation","Married",62820,0,0,30.5576411921994,1.46410161513775,2,2.89897948556636
"1907",17,1971,"PhD","Married",60491,0,1,28.7896086366813,2.89897948556636,4.6332495807108,3.29150262212918
"1908",10680,1986,"Graduation","Together",33235,1,0,6,1.46410161513775,-2,1.46410161513775
"1909",3265,1959,"Graduation","Married",35701,0,0,4,0,-2,1.46410161513775
"1910",5623,1980,"Master","Married",31535,1,0,5.21110255092798,0,0,0.82842712474619
"1911",5832,1960,"2n Cycle","Together",92556,0,0,35.5233260785874,1.46410161513775,2.47213595499958,5.21110255092798
"1912",5544,1970,"Graduation","Single",67384,0,1,24.4575131106459,3.29150262212918,3.65685424949238,2.47213595499958
"1913",6417,1971,"Master","Together",80573,0,0,39.4728827066554,2,2.89897948556636,5.21110255092798
"1914",5831,1967,"Graduation","Married",77870,0,1,42.7213595499958,2.47213595499958,2.47213595499958,2.47213595499958
"1915",7101,1963,"PhD","Widow",52278,0,1,14.8522995463527,4.32455532033676,2.47213595499958,4.32455532033676
"1916",10176,1968,"Graduation","Single",57107,0,1,19.9089023002066,2,2,3.65685424949238
"1917",2326,1990,"Graduation","Married",18929,0,0,3.65685424949238,0,-2,2
"1918",4385,1981,"PhD","Single",36038,1,0,5.74596669241483,1.46410161513775,-2,1.46410161513775
"1919",2929,1976,"Graduation","Single",20180,0,0,7.79795897113271,0.82842712474619,0,2
"1920",10686,1965,"PhD","Together",34230,1,1,2,0,-2,0.82842712474619
"1921",2546,1977,"2n Cycle","Single",31878,0,1,2.47213595499958,0,-2,2
"1922",3283,1972,"2n Cycle","Married",70932,0,1,18,2.89897948556636,0.82842712474619,4.92820323027551
"1923",3138,1956,"Graduation","Single",91249,0,0,19.8174242292714,3.29150262212918,4,2.89897948556636
"1924",4994,1943,"Master","Single",77598,0,0,31.5261092284804,3.29150262212918,2.47213595499958,5.21110255092798
"1925",7966,1959,"Graduation","Single",80982,1,1,38.0499687890016,4.6332495807108,2.47213595499958,4.6332495807108
"1926",3112,1977,"Master","Married",22701,1,0,4,0,-2,1.46410161513775
"1927",10872,1969,"PhD","Married",55212,0,1,11.4164078649987,2,0.82842712474619,4.6332495807108
"1928",2181,1970,"Graduation","Married",70617,0,0,52.881690936049,1.46410161513775,1.46410161513775,3.29150262212918
"1929",1867,1957,"Graduation","Single",64849,0,0,35.4165738677394,4,1.46410161513775,2.89897948556636
"1930",1518,1965,"Master","Married",62694,1,1,23.0599281722833,4,1.46410161513775,3.29150262212918
"1931",5734,1974,"PhD","Married",61917,1,1,10,0.82842712474619,-2,2
"1932",2878,1947,"PhD","Married",67472,0,1,20.5388553391693,2,0.82842712474619,3.29150262212918
"1933",1458,1982,"Master","Married",21059,1,0,6.71779788708135,1.46410161513775,-2,1.46410161513775
"1934",7007,1968,"Master","Married",29543,2,0,6.48528137423857,1.46410161513775,0,0.82842712474619
"1935",6200,1951,"Graduation","Married",75903,0,1,25.2029410174709,2.89897948556636,2.89897948556636,4
"1936",1403,1975,"2n Cycle","Together",34984,1,1,5.74596669241483,0,-2,1.46410161513775
"1937",4827,1956,"PhD","Single",54998,0,1,26.4253408071038,2,0.82842712474619,4
"1938",6250,1949,"PhD","Widow",54356,0,1,8.95445115010332,4.6332495807108,0.82842712474619,3.65685424949238
"1939",9291,1959,"Master","Married",34242,0,1,2,-2,-2,1.46410161513775
"1940",2478,1973,"Graduation","Married",25410,1,0,2,0,-2,2
"1941",1139,1984,"PhD","Married",73356,0,0,33.8887168898527,2.47213595499958,4.6332495807108,2.47213595499958
"1942",5138,1950,"Graduation","Together",28320,0,1,5.48331477354788,0,-2,1.46410161513775
"1943",5393,1977,"Graduation","Single",23763,1,0,2.89897948556636,0,-2,1.46410161513775
"1944",10413,1984,"Graduation","Married",72570,0,0,27.3938769133981,2,2.89897948556636,4.92820323027551
"1945",5015,1976,"Master","Married",34529,1,0,10.328828005938,0.82842712474619,0.82842712474619,1.46410161513775
"1946",10868,1951,"Graduation","Widow",70792,0,0,49.1468474101777,1.46410161513775,2,4.32455532033676
"1947",10676,1982,"Graduation","Married",63211,0,0,40.8485705712571,1.46410161513775,3.65685424949238,3.29150262212918
"1948",2495,1974,"Master","Married",83891,0,1,35.4165738677394,2,3.29150262212918,4.32455532033676
"1949",7842,1968,"Graduation","Single",36065,1,1,9.6619037896906,1.46410161513775,-2,1.46410161513775
"1950",9955,1954,"Graduation","Together",39898,0,1,8.19803902718557,1.46410161513775,-2,2
"1951",6663,1940,"PhD","Single",51141,0,0,3.29150262212918,1.46410161513775,0,2
"1952",2162,1976,"Graduation","Married",56939,0,1,18.2977831301844,1.46410161513775,1.46410161513775,4.32455532033676
"1953",3434,1951,"Graduation","Single",80872,0,0,45.6235235991626,2,2,4.32455532033676
"1954",7919,1976,"PhD","Together",72335,0,0,49.1077293567226,4.32455532033676,2,3.65685424949238
"1955",5626,1964,"PhD","Single",61798,0,0,16.8679622641132,2,0.82842712474619,4
"1956",6428,1950,"PhD","Widow",76842,0,0,35.1483512420134,0,3.65685424949238,3.29150262212918
"1957",8514,1976,"Graduation","Together",29478,1,0,3.29150262212918,0,-2,1.46410161513775
"1958",10448,1956,"Graduation","Single",46998,0,1,16.5472369909914,2.47213595499958,1.46410161513775,2.47213595499958
"1959",2109,1990,"Graduation","Single",96843,0,0,59.6765757804371,2.89897948556636,4.6332495807108,4.32455532033676
"1960",7530,1950,"PhD","Widow",56551,1,1,9.31370849898476,0.82842712474619,0,2
"1961",8925,1965,"Master","Married",70053,0,1,17.7989898732233,3.65685424949238,2.47213595499958,4.32455532033676
"1962",3009,1962,"PhD","Widow",71670,0,0,20.6274169979695,2.47213595499958,1.46410161513775,2.89897948556636
"1963",6355,1978,"Graduation","Married",44359,1,1,5.48331477354788,0.82842712474619,-2,2
"1964",3517,1952,"Graduation","Single",40887,1,1,11.2664991614216,1.46410161513775,0,1.46410161513775
"1965",1158,1966,"Graduation","Divorced",48877,0,1,5.74596669241483,1.46410161513775,-2,2
"1966",6203,1947,"Graduation","Together",74485,0,0,55.0964096944808,2.89897948556636,3.29150262212918,4.92820323027551
"1967",7165,1972,"Graduation","Together",64474,0,1,24.229754097208,3.65685424949238,0.82842712474619,4.32455532033676
"1968",3595,1963,"Graduation","Together",77226,0,1,28.9192496674806,2.89897948556636,3.65685424949238,4.92820323027551
"1969",8537,1949,"Graduation","Widow",72643,0,0,45.0319040652194,1.46410161513775,4.32455532033676,3.29150262212918
"1970",4331,1978,"Master","Together",85738,0,0,36.7814388593306,1.46410161513775,2.89897948556636,4.6332495807108
"1971",6281,1966,"Graduation","Divorced",55686,0,1,26.2134719593318,2.89897948556636,1.46410161513775,2.47213595499958
"1972",4338,1983,"Graduation","Single",39062,1,0,4,0,-2,1.46410161513775
"1973",2452,1971,"Graduation","Together",34600,1,1,13.4919333848297,2.47213595499958,0.82842712474619,2.47213595499958
"1974",9507,1975,"Graduation","Married",40794,0,1,15.0880074906351,2.89897948556636,1.46410161513775,2.47213595499958
"1975",8360,1971,"2n Cycle","Married",54690,1,1,10.1655250605964,1.46410161513775,0,2.47213595499958
"1976",10311,1969,"Graduation","Married",4428,0,1,4.92820323027551,8,-2,-2
